name,sex,born,height,weight,team,noc,games,year,season,city,sport,event,medal,athlete_id
Karl Byrom,M,"26 July 1951 in Sydney, New South Wales (AUS)",180,74,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Individual Medley, Men",,45173
Karl Byrom,M,"26 July 1951 in Sydney, New South Wales (AUS)",180,74,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Men",,45173
Robert Cusack,M,"10 December 1950 in Maryborough, Queensland (AUS)",171,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Men",Bronze,45184
Robert Cusack,M,"10 December 1950 in Maryborough, Queensland (AUS)",171,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Butterfly, Men",,45184
Robert Cusack,M,"10 December 1950 in Maryborough, Queensland (AUS)",171,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Butterfly, Men",,45184
Robert Cusack,M,"10 December 1950 in Maryborough, Queensland (AUS)",171,70,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Men",,45184
Graham Dunn,M,"11 March 1950 in Sydney, New South Wales (AUS)",177,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Butterfly, Men",,45194
Graham Dunn,M,"11 March 1950 in Sydney, New South Wales (AUS)",177,76,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Butterfly, Men",,45194
Jenny Steinbeck,F,"27 February 1951 in Brisbane, Queensland (AUS)",171,64,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Freestyle, Women",,45128
Jenny Steinbeck,F,"27 February 1951 in Brisbane, Queensland (AUS)",171,64,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Freestyle, Women",,45128
Jenny Steinbeck,F,"27 February 1951 in Brisbane, Queensland (AUS)",171,64,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Women",,45128
Jenny Steinbeck,F,"27 February 1951 in Brisbane, Queensland (AUS)",171,64,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Women",Silver,45128
Lynne Watson,F,"22 November 1952 in Perth, Western Australia (AUS)",172,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Freestyle, Women",,45139
Lynne Watson,F,"22 November 1952 in Perth, Western Australia (AUS)",172,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Women",,45139
Lynne Watson,F,"22 November 1952 in Perth, Western Australia (AUS)",172,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Backstroke, Women",,45139
Lynne Watson,F,"22 November 1952 in Perth, Western Australia (AUS)",172,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Backstroke, Women",,45139
Lynne Watson,F,"22 November 1952 in Perth, Western Australia (AUS)",172,60,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Women",Silver,45139
Julie McDonald,F,"2 April 1952 in Melbourne, Victoria (AUS)",173,65,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Freestyle, Women",,45085
Julie McDonald,F,"2 April 1952 in Melbourne, Victoria (AUS)",173,65,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Women",,45085
Karen Moras,F,"6 January 1954 in Ryde, New South Wales (AUS)",168,53,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Freestyle, Women",Bronze,45098
Karen Moras,F,"6 January 1954 in Ryde, New South Wales (AUS)",168,53,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"800 metres Freestyle, Women",,45098
Karen Moras,F,"6 January 1954 in Ryde, New South Wales (AUS)",168,53,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"400 metres Freestyle, Women",,45098
Karen Moras,F,"6 January 1954 in Ryde, New South Wales (AUS)",168,53,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"800 metres Freestyle, Women",,45098
Karen Moras,F,"6 January 1954 in Ryde, New South Wales (AUS)",168,53,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Swimming,"400 metres Individual Medley, Women",,45098
Denise Langford,F,"31 December 1953 in Sydney, New South Wales (AUS)",162,49,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Freestyle, Women",,45071
Denise Langford,F,"31 December 1953 in Sydney, New South Wales (AUS)",162,49,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"800 metres Freestyle, Women",,45071
Christine Deakes,F,"10 October 1953 in Sydney, New South Wales (AUS)",165,52,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Freestyle, Women",,45028
Christine Deakes,F,"10 October 1953 in Sydney, New South Wales (AUS)",165,52,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"800 metres Freestyle, Women",,45028
Dianna Rickard,F,"5 October 1953 in Sydney, New South Wales (AUS)",162,53,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Backstroke, Women",,45114
Dianna Rickard,F,"5 October 1953 in Sydney, New South Wales (AUS)",162,53,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Individual Medley, Women",,45114
Dianna Rickard,F,"5 October 1953 in Sydney, New South Wales (AUS)",162,53,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Individual Medley, Women",,45114
Jo-Anne Barnes,F,"24 December 1954 in ?, Queensland (AUS)",161,54,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Breaststroke, Women",,45002
Jo-Anne Barnes,F,"24 December 1954 in ?, Queensland (AUS)",161,54,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Breaststroke, Women",,45002
Judy Playfair,F,"14 September 1953 in Sydney, New South Wales (AUS)",162,57,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Breaststroke, Women",,45111
Judy Playfair,F,"14 September 1953 in Sydney, New South Wales (AUS)",162,57,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Breaststroke, Women",,45111
Judy Playfair,F,"14 September 1953 in Sydney, New South Wales (AUS)",162,57,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Women",Silver,45111
Sue McKenzie,F,"29 October 1950 in Melbourne, Victoria (AUS)",167,67,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Breaststroke, Women",,45090
Sue McKenzie,F,"29 October 1950 in Melbourne, Victoria (AUS)",167,67,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Breaststroke, Women",,45090
Lyn McClements,F,"11 May 1951 in Nedlands, Western Australia (AUS)",177,66,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Butterfly, Women",Gold,45084
Lyn McClements,F,"11 May 1951 in Nedlands, Western Australia (AUS)",177,66,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Butterfly, Women",,45084
Lyn McClements,F,"11 May 1951 in Nedlands, Western Australia (AUS)",177,66,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Medley Relay, Women",Silver,45084
Pauline Gray,F,"9 April 1951 in Melbourne, Victoria (AUS)",160,54,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"100 metres Butterfly, Women",,45053
Pauline Gray,F,"9 April 1951 in Melbourne, Victoria (AUS)",160,54,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Butterfly, Women",,45053
Sue Eddy,F,"26 March 1953 in ?, Victoria (AUS)",162,49,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"4 × 100 metres Freestyle Relay, Women",,45035
Sue Eddy,F,"26 March 1953 in ?, Victoria (AUS)",162,49,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"200 metres Individual Medley, Women",,45035
Sue Eddy,F,"26 March 1953 in ?, Victoria (AUS)",162,49,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Swimming,"400 metres Individual Medley, Women",,45035
Ray Rigby,M,11 June 1949,183,128,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Weightlifting,"Heavyweight, Men",,55166
Wesley O'Brien,M,"5 August 1948 in Sunshine, Victoria (AUS)",172,78,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Wrestling,"Welterweight, Greco-Roman, Men",,57180
Wesley O'Brien,M,"5 August 1948 in Sunshine, Victoria (AUS)",172,78,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Wrestling,"Welterweight, Freestyle, Men",,57180
John Kinsela,M,"27 May 1950 in Surry Hills, New South Wales (AUS)",157,52,Australia,AUS,1968 Summer Olympics,1968,Summer,Ciudad de México,Wrestling,"Flyweight, Freestyle, Men",,57170
John Kinsela,M,"27 May 1950 in Surry Hills, New South Wales (AUS)",157,52,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Wrestling,"Flyweight, Freestyle, Men",,57170
Malcolm Milne,M,"9 November 1948 in Beechworth, Victoria (AUS)",183,87,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Alpine Skiing,"Downhill, Men",,95468
Malcolm Milne,M,"9 November 1948 in Beechworth, Victoria (AUS)",183,87,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Alpine Skiing,"Giant Slalom, Men",,95468
Malcolm Milne,M,"9 November 1948 in Beechworth, Victoria (AUS)",183,87,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Alpine Skiing,"Slalom, Men",,95468
Malcolm Milne,M,"9 November 1948 in Beechworth, Victoria (AUS)",183,87,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Alpine Skiing,"Downhill, Men",,95468
Malcolm Milne,M,"9 November 1948 in Beechworth, Victoria (AUS)",183,87,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Alpine Skiing,"Giant Slalom, Men",,95468
Malcolm Milne,M,"9 November 1948 in Beechworth, Victoria (AUS)",183,87,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Alpine Skiing,"Slalom, Men",,95468
Ross Martin,M,"16 May 1943 in Bega, New South Wales (AUS)",175,62,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Cross Country Skiing,"15 kilometres, Men",,92177
Ross Martin,M,"16 May 1943 in Bega, New South Wales (AUS)",175,62,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Cross Country Skiing,"30 kilometres, Men",,92177
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Speed Skating,"500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1968 Winter Olympics,1968,Winter,Grenoble,Speed Skating,"1,500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Speed Skating,"500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Speed Skating,"1,500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Speed Skating,"5,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1972 Winter Olympics,1972,Winter,Sapporo,Speed Skating,"10,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1976 Winter Olympics,1976,Winter,Innsbruck,Speed Skating,"500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1976 Winter Olympics,1976,Winter,Innsbruck,Speed Skating,"1,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1976 Winter Olympics,1976,Winter,Innsbruck,Speed Skating,"1,500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1976 Winter Olympics,1976,Winter,Innsbruck,Speed Skating,"5,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1976 Winter Olympics,1976,Winter,Innsbruck,Speed Skating,"10,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1980 Winter Olympics,1980,Winter,Lake Placid,Speed Skating,"1,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1980 Winter Olympics,1980,Winter,Lake Placid,Speed Skating,"5,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1980 Winter Olympics,1980,Winter,Lake Placid,Speed Skating,"10,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1984 Winter Olympics,1984,Winter,Sarajevo,Speed Skating,"1,500 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1984 Winter Olympics,1984,Winter,Sarajevo,Speed Skating,"5,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1984 Winter Olympics,1984,Winter,Sarajevo,Speed Skating,"10,000 metres, Men",,84814
Colin Coates,M,"4 April 1946 in Richmond, New South Wales (AUS)",182,85,Australia,AUS,1988 Winter Olympics,1988,Winter,Calgary,Speed Skating,"10,000 metres, Men",,84814
Graeme Telford,M,19 March 1942,185,,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Archery,"Individual, Men",,306
Terry Reilly,M,24 October 1947,180,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Archery,"Individual, Men",,305
Terry Reilly,M,24 October 1947,180,72,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Archery,"Individual, Men",,305
Terry Donovan,F,27 December 1944,157,53,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Archery,"Individual, Women",,294
Terry Donovan,F,27 December 1944,157,53,Australia,AUS,1980 Summer Olympics,1980,Summer,Moskva,Archery,"Individual, Women",,294
Terry Donovan,F,27 December 1944,157,53,Australia,AUS,1984 Summer Olympics,1984,Summer,Los Angeles,Archery,"Individual, Women",,294
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Individual All-Around, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Floor Exercise, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Horse Vault, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Parallel Bars, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Horizontal Bar, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Rings, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Pommelled Horse, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Individual All-Around, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Floor Exercise, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Horse Vault, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Parallel Bars, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Horizontal Bar, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Rings, Men",,29369
Peter Lloyd,M,22 September 1949,170,68,Australia,AUS,1976 Summer Olympics,1976,Summer,Montréal,Artistic Gymnastics,"Pommelled Horse, Men",,29369
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Individual All-Around, Men",,29361
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Floor Exercise, Men",,29361
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Horse Vault, Men",,29361
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Parallel Bars, Men",,29361
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Horizontal Bar, Men",,29361
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Rings, Men",,29361
Ian Clarke,M,20 March 1944,172,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Pommelled Horse, Men",,29361
Jenny Sunderland,F,13 March 1954,161,50,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Individual All-Around, Women",,28073
Jenny Sunderland,F,13 March 1954,161,50,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Floor Exercise, Women",,28073
Jenny Sunderland,F,13 March 1954,161,50,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Horse Vault, Women",,28073
Jenny Sunderland,F,13 March 1954,161,50,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Uneven Bars, Women",,28073
Jenny Sunderland,F,13 March 1954,161,50,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Artistic Gymnastics,"Balance Beam, Women",,28073
Graeme Rootham,M,7 March 1948,177,73,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"800 metres, Men",,64786
Chris Fisher,M,2 October 1949,183,68,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"1,500 metres, Men",,64672
Tony Benson,M,20 May 1942,183,65,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"5,000 metres, Men",,64615
Mal Baird,M,6 July 1948,185,74,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"110 metres Hurdles, Men",,64607
Bruce Field,M,"22 January 1947 in Melbourne, Victoria (AUS)",177,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"400 metres Hurdles, Men",,64671
Bruce Field,M,"22 January 1947 in Melbourne, Victoria (AUS)",177,72,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"Long Jump, Men",,64671
Ray Boyd,M,28 June 1951,181,70,Australia,AUS,1972 Summer Olympics,1972,Summer,München,Athletics,"Pole Vault, Men",,64624
